Date,Totalizadores Energia_KW Gral Planta,Totalizadores Energia_KW Cond 5. 6 y 9,rolling_7,Consolidado KPI_EE Frio / Hl,inter_agua_cond_x_frio,Consolidado EE_KW Gral Planta,Consolidado KPI_EE Aire / Hl,Consolidado EE_Servicios (Kw),Servicios_total,eficiencia_frio,Consolidado KPI_CO 2 linea 3 / Hl,Totalizadores Energia_KW Obrador Contratistas,Consolidado KPI_EE Resto Serv / Hl,Consolidado KPI_CO 2 Linea 4 / Hl,Consolidado KPI_EE Agua / Hl,Consolidado KPI_EE Resto Planta / Hl,Consolidado EE_Sala Maq (Kw),Consolidado KPI_EE Envasado / Hl,Consolidado KPI_EE Elaboracion / Hl,Consolidado EE_Planta (Kw),Consolidado KPI_EE Servicios / Hl,Consolidado KPI_EE Caldera / Hl,rolling_30,Consolidado KPI_EE Bodega / Hl,Totalizadores Energia_KW Laboratorio,Consolidado KPI_Aire Planta / Hl,Consolidado KPI_EE Planta / Hl,Totalizadores Energia_KW Linea 3,Consolidado KPI_Agua Planta / Hl,Consolidado EE_Restos Planta (Kw),target
2020-07-31,67609.0,1085.0,31432.428571428572,1.917528029359281,3543584.5500000003,67609.0,0.5727921618800713,40643.0,40643.0,0.0002640710338703455,0.2901601007375427,51.0,0.4956903807952593,1.046253957087584,0.072977340830275,0.1125004208612501,25939.0,1.394313322783745,0.5671214773913335,65282.17999999999,3.421012760513114,0.0763442308339786,29911.566666666666,0.4923554762465908,460.0,4.775765125753341,5.494947981549442,7192.0,2.60540049156594,1336.549999999996,30194.0
2020-08-01,80951.0,1118.0,31409.428571428572,2.628982895155006,5839217.659999999,80951.0,0.6434451743788665,49494.0,49494.0,0.00018466576654309761,0.3694214876033058,61.0,0.5373071950056814,1.048675292667899,0.0906395705721786,0.265283128937183,33799.0,1.591982620885412,0.6478421948533093,78265.29,4.309428343803466,0.0808877627872756,30440.533333333333,0.554546998053992,646.0,5.376293529414326,6.814536288479371,6767.0,3.473698416637281,3046.789999999994,31674.0
2020-08-02,86826.0,1113.0,30694.428571428572,2.285611199307259,6093760.859999999,86826.0,0.590633569057584,51807.0,51807.0,0.00014346642991982825,0.3393978774095733,59.0,0.4652186462693029,1.050838840874428,0.0760571511040554,0.2581555780054834,35674.0,1.398253716264973,0.6844696204358492,84246.9,3.738418242170587,0.069707028431231,30697.866666666665,0.6198138259489102,527.0,5.050512339442921,6.079297156876894,7123.0,2.930242459229326,3577.51999999999,26078.0
2020-08-03,74376.0,1121.0,29927.285714285714,2.405542026418715,4860417.64,74376.0,0.7788170614714782,46451.5,46451.5,0.00019359403380085654,0.4080962800875274,59.0,0.5674396723489041,1.045707915273133,0.0976865176001771,0.288250867094679,29844.0,1.346948564681573,0.6901704671241975,71660.37,4.284877499815512,0.0839421444911814,30624.866666666665,0.598525939045089,598.0,6.73142203527415,6.610247398715962,2906.0,3.409074976016531,3124.869999999995,25260.0
2020-08-04,73830.0,1103.0,28743.14285714286,3.598239341319924,5431152.6,73830.0,1.153687269412117,45591.5,45591.5,0.0002771091774729544,0.3267148014440433,77.0,0.9530491018646458,1.049568276303166,0.1511374481844988,0.4555106052620327,29024.0,2.126180538738764,1.041972336576402,71029.98,6.494423156365293,0.1364652925172006,30658.666666666668,0.9844945228700446,670.0,9.972507514137977,10.11808663694249,4469.0,5.421746128972521,3197.729999999996,27644.0
2020-08-05,80502.0,1109.0,27804.571428571428,2.861505178222997,10339685.319999998,80502.0,0.8167152313767707,46888.0,46888.0,0.00022626034954116383,0.3166347992351816,76.0,0.6914648600249466,1.043435144783816,0.1091023895907625,0.3461940966705145,31113.0,2.017048542282352,0.8315693043428755,77751.96,4.853503646234985,0.1086883387763763,30583.966666666667,0.7825819173658087,624.0,6.920755849761663,8.048315589530727,7323.0,4.607288329460234,3344.460000000006,25407.0
2020-08-06,71944.0,1085.0,27005.428571428572,2.26260341434309,9389156.85,71944.0,0.6200853140501019,42475.5,42475.5,0.00020554762921363767,0.3007084265473527,72.0,0.5583261347748261,1.036486218520722,0.0919931250055658,0.2051989919049616,28991.0,1.595586467303702,0.6016626443793357,69452.83,3.782627280904079,0.0906573100248461,30615.9,0.554040840316677,556.0,5.254650862491205,6.185075384492078,7370.0,3.693911355317879,2304.200000000004,30045.0
2020-08-07,76703.0,1101.0,28043.14285714286,3.191353762812683,11223009.3,76703.0,0.7462956078389718,49726.5,49726.5,0.0003058796949980271,0.296830985915493,76.0,0.6901587975994476,1.031112003211562,0.1054755961548675,0.1990790801423332,34278.0,1.728610122683095,0.6735355037442243,74215.73,5.281905571193372,0.10791863614637,30802.9,0.6096446970099315,522.0,6.117584576982314,7.883130277763025,7550.0,4.124541930001593,1874.229999999996,28152.0
2020-08-08,82231.0,1109.0,27751.428571428572,2.573003208028297,7994886.48,82231.0,0.6919653057680532,48753.5,48753.5,0.00020093002677972488,0.3089384410139127,80.0,0.6188021533090218,1.041090773253642,0.0994397375083399,0.2872437461727589,32120.0,1.914306343853107,0.585305219672251,79245.32,4.455914745048577,0.0986171661502746,30627.933333333334,0.5256459470081252,722.0,5.731037445276156,7.242770054746694,7301.0,3.831692760458081,3142.820000000007,26619.0
2020-08-09,73402.0,1117.0,27029.285714285714,3.262112364507571,5676767.9399999995,73402.0,0.8965631338043273,45354.5,45354.5,0.0002538618716215238,0.3281733746130031,83.0,0.8093700406247512,1.054272093876054,0.1322295819265814,0.4366737948909635,30329.0,1.818003566154619,0.8293613396976734,70520.41,5.558115452723942,0.1314942923143853,30484.533333333333,0.748448845288938,691.0,7.533287173485458,8.642154153467198,3055.0,4.968817593029455,3563.280000000006,29181.0
2020-08-10,76523.0,1137.0,27472.571428571428,2.90052283164026,6374297.64,76523.0,0.7932926465618353,48124.0,48124.0,0.00019012698291539365,0.3583509513742072,71.0,0.6583106375365286,1.025573770491803,0.1117229588692523,0.3046806353497807,33252.0,1.559747927558992,0.6786126075979564,73708.52,4.783412520128024,0.1023795797467348,30533.2,0.6000884639087132,616.0,6.742341411049042,7.326453690634754,2979.0,3.861857145697076,3065.270000000004,30243.0
2020-08-11,85473.0,1127.0,28184.428571428572,2.248901315447021,6880584.93,85473.0,0.5864856222904691,51332.5,51332.5,0.00015419348008179147,0.2868190988567585,81.0,0.5257698227976114,1.021202854230377,0.0858870158165958,0.2518898861532283,34115.0,1.528268354166821,0.5327694286840323,82436.52,3.817138735415938,0.0768149673926784,30573.1,0.492540099197644,719.0,4.949025498404955,6.13006640442002,7582.0,2.999063050736546,3387.389999999999,29964.0
2020-08-12,85039.0,1120.0,28515.85714285714,2.791146094104771,6739502.88,85039.0,0.7195836195754689,50194.5,50194.5,0.00017511346987250661,0.296677500902853,91.0,0.6348637099309525,1.015915119363395,0.097341732356811,0.3258805584341485,33981.0,1.932116949803803,0.7040629693885867,81993.33,4.67561682754445,0.0919390333360502,30381.2,0.7189203916956788,679.0,6.060337901563756,7.637677305170989,7496.0,3.129569297765565,3498.449999999997,31421.0
2020-08-13,81216.0,1132.0,29375.0,2.352602043299378,7179698.5,81216.0,0.5657445988087617,51117.5,51117.5,0.00014317379360469253,0.2963096960926194,77.0,0.4705428707270597,0.9942394239423944,0.086853326444966,0.152640228813591,35156.0,1.294414058259115,0.596583519581307,78412.02,3.827349064267718,0.0741996952646218,30394.666666666668,0.5063983198373744,569.0,4.704380477468675,5.870986870921731,7438.0,2.992471463815482,2038.639999999999,30191.0
2020-08-14,76824.0,1126.0,29395.85714285714,2.494052142880745,6781502.42,76824.0,0.5935465750256088,48386.5,48386.5,0.00020776693748536783,0.3497922268394036,75.0,0.5089961338928725,0.9668819340950487,0.0914483032085384,0.1138353765323993,33560.0,1.329924330039983,0.6760631794600667,74047.38,3.997166506955688,0.0802134619832799,30242.6,0.608901959488484,522.0,4.953243234312526,6.116989392988137,6954.0,3.306124640650299,1378.0,28363.0
2020-08-15,78693.0,1115.0,29426.0,3.645442393707265,6111091.98,78693.0,1.054701557760527,48340.0,48340.0,0.0002246308087227829,0.4452856159669649,80.0,0.8509845252172126,0.9716606839221612,0.1095059379980464,0.3555395609480221,32323.0,2.098221171148013,1.069466865456789,75752.12,6.213048172330471,0.1242866690658578,30299.766666666666,0.9790794817747156,618.0,8.990283275924117,9.736275769883296,4281.0,4.393077476736415,2766.239999999991,27017.0
2020-08-16,74489.0,1116.0,29482.85714285714,2.512461406837034,5758943.72,74489.0,0.7278763530855931,46542.0,46542.0,0.00017879620394946132,0.0,72.0,0.5869880593683741,0.9813528336380256,0.0755124056094929,0.2707482423836629,30959.0,1.332719562548823,0.7386870884945876,71727.66,4.328199977681062,0.0911356619424915,30279.4,0.6403210207194137,546.0,6.14393854852509,6.670354871108136,900.0,3.237705985195105,2911.410000000003,25323.0
2020-08-17,73203.0,1054.0,28931.714285714286,2.207393718564492,5968124.640000001,73203.0,0.6809682790121949,45259.5,45259.5,0.00019500557039520453,0.0,90.0,0.5589745377836277,0.9929294859545194,0.0851646196358057,0.28247631168333,28989.0,1.289847366172997,0.6063293787428411,70252.79,3.945248825390737,0.0864721624142469,30237.0,0.5196610849118279,673.0,5.782390013859953,6.123901881989904,1166.0,3.263792397074591,3240.539999999994,28135.0
2020-08-18,77246.0,1102.0,28630.571428571428,3.429247022186199,6815703.75,77246.0,0.8986613930897047,46418.0,46418.0,0.00022339476276261126,0.3805090006207325,80.0,0.6320979227672873,0.9709826335458344,0.1173756844629575,0.3909999786700462,31656.0,2.044018928809758,0.9494876240565304,74185.93,5.657678630738901,0.1193258515983753,30143.733333333334,0.8631317855913121,676.0,7.421482919278317,9.042185162275237,4249.0,4.380892018636285,3207.929999999993,27162.0
2020-08-19,78413.0,1133.0,28230.285714285714,2.383154200482562,6138883.62,78413.0,0.7433209037069533,44617.0,44617.0,0.00018268671911693038,0.2839378238341969,73.0,0.4323755209475762,0.9729879740980574,0.0812458872559771,0.2741846896249181,30959.0,1.764246545295021,0.6669225707391971,75451.27,3.914630401403817,0.0914235577977626,29886.133333333335,0.622548804562404,692.0,6.483000658039043,6.619984207062953,7519.0,3.063961395042773,3125.020000000004,24973.0
2020-08-20,69160.0,1093.0,27309.14285714286,2.653857700390273,5455102.12,69160.0,0.7676878239546443,39712.0,39712.0,0.00021473377239803528,0.2843365480545394,72.0,0.4459050538917065,1.001060895395714,0.0887346806481351,0.2546387781181346,28375.0,1.864278446239801,0.7294713379011324,66515.55,4.220157650178133,0.1114762634729266,29613.4,0.7115915654232295,551.0,6.438418397302891,7.068546212437202,7482.0,3.571299909936955,2396.170000000006,24502.0
2020-08-21,65438.0,1110.0,26496.428571428572,2.27068529712272,5154730.76,65438.0,0.6547380468603388,38712.5,38712.5,0.00022898630211925876,0.2878755132915496,75.0,0.3774126958016602,0.9601737871107892,0.0876691001174636,0.1618356760413604,28635.0,1.440794396962164,0.6277237311264692,62779.3,3.587621604965444,0.0929514877566765,29315.6,0.5545116919163251,560.0,5.426587554416701,5.817975409095437,6757.0,3.299082764356858,1746.300000000003,31548.0
2020-08-22,74441.0,1129.0,26951.428571428572,3.269290555244669,7551329.28,74441.0,0.7078903189703414,47856.0,47856.0,0.0001715215776232038,0.0,95.0,0.5144148065244876,0.9521137298915076,0.0997948144002984,0.3525979813053128,35274.0,1.295778150842505,0.8006259197081804,71488.38,4.959273767331966,0.102281912578499,29092.233333333334,0.7824390142800884,775.0,5.886857758710025,7.408275819187963,190.0,3.66732989284752,3402.500000000007,35354.0
2020-08-23,83979.0,1136.0,28142.428571428572,2.923799599728742,8455262.64,83979.0,0.6347276666832068,52948.5,52948.5,0.00015946585068509468,0.3239085239085239,84.0,0.400560710564184,0.967864613044305,0.0873319108817545,0.3236308903554474,39287.0,1.298979473692916,0.7075456094212608,81124.28,4.378876594055476,0.0889859243454241,29149.233333333334,0.6680146876395574,806.0,5.363221356621843,6.7090325675251,0.0,3.521957028730214,3913.279999999999,29323.0
