inter_agua_cond_x_frio,Totalizadores Energia_KW Cond 5. 6 y 9,Consolidado EE_Restos Planta (Kw),Totalizadores Energia_KW Obrador Contratistas,rolling_7,Consolidado KPI_EE Caldera / Hl,Consolidado KPI_EE Agua / Hl,Consolidado KPI_Agua Planta / Hl,Consolidado KPI_CO 2 Linea 4 / Hl,Consolidado EE_Servicios (Kw),Consolidado EE_Sala Maq (Kw),Totalizadores Energia_KW Laboratorio,Totalizadores Energia_KW Linea 3,Consolidado EE_Planta (Kw),Consolidado KPI_EE Resto Serv / Hl,rolling_30,Consolidado KPI_EE Elaboracion / Hl,eficiencia_frio,Consolidado EE_KW Gral Planta,Consolidado KPI_Aire Planta / Hl,Servicios_total,Consolidado KPI_EE Frio / Hl,Consolidado KPI_EE Bodega / Hl,Consolidado KPI_EE Servicios / Hl,Consolidado KPI_EE Envasado / Hl,Consolidado KPI_EE Aire / Hl,Consolidado KPI_EE Resto Planta / Hl,Consolidado KPI_EE Planta / Hl,Consolidado KPI_CO 2 linea 3 / Hl,Totalizadores Energia_KW Gral Planta
-0.3133971708033592,0.6534653465346535,-0.8657582073445564,-0.48148148148148145,0.6051388879585783,0.009802720405689684,0.01703083452534131,-0.8124614447851038,1.6448712405163781,-0.00019774895769820213,-0.1765099446505687,-0.8744855967078189,0.09424761575972036,-0.11074384127170332,-0.1678732478451698,0.39757726559364825,-0.6051124872348488,0.1662802097837232,-0.10636936306369363,-0.4745461493144991,-0.00019774895769820213,-0.604558047443781,-0.4572484894855918,-0.5730512191550753,-0.28075716684959723,-0.47735459409397113,-0.8877812646996467,-0.6141910923351832,-0.2880893059115511,-0.10636936306369363
0.2640230718870235,0.698531922157733,-0.14199261524138238,-0.1111111111111111,0.6029820554212189,0.11179226714380898,0.4241477966654386,-0.09056296725224834,1.6731589530261972,0.5832275925712308,0.46092086856030656,-0.10905349794238683,0.020886376386311654,0.4189533540557975,-0.05975483728786215,0.44397645976984623,-0.33738275717084704,-0.2664887458760817,0.42725727427257276,-0.23188485451131438,0.5832275925712308,0.062421569490333596,-0.24838891199409593,0.01726143828122001,0.04740182982684681,-0.24467310557098965,-0.3957114679841069,-0.05515910845842452,0.36831691133643985,0.42725727427257276
0.3280482837899773,0.6917036531239331,0.08260984563949697,-0.18518518518518517,0.5359326961076541,-0.1391838547132934,0.08802090887901139,-0.54238948546802,1.6984350156112364,0.7356920389565447,0.6129797457575573,-0.5987654320987654,0.08233720277909637,0.662996733534438,-0.24703729647255326,0.4665488826723761,-0.21589906534449468,-0.49103044801340007,0.6622337766223377,-0.36352639702461714,0.7356920389565447,-0.259484897347023,-0.029201445564860717,-0.362149387978129,-0.27421555627209043,-0.4185975074166118,-0.41866728924300206,-0.3666367020419995,0.11967523126120884,0.6622337766223377
0.017825653566222475,0.702628883578013,-0.10894952337625437,-0.18518518518518517,0.4639936232777156,0.18035456817935194,0.586580949688831,-0.1442905670195991,1.6384920033750652,0.3826771913056375,0.14017801025890558,-0.3065843621399177,-0.6455789064859966,0.14947958395275474,0.0185278380757764,0.4601455658127206,-0.19699083220438782,-0.21782853696238316,0.16428357164283572,0.31569496994322993,0.3826771913056375,-0.14705131797171836,-0.1006931687966554,0.0009484939459151503,-0.35938936540496874,0.2011469816250235,-0.3217388935448721,-0.141704300416149,0.688603689568232,0.16428357164283572
0.16138253017665175,0.6780471150563332,-0.07811551116706848,0.48148148148148145,0.35295023879217385,1.3593519023008143,1.8186326668863984,1.5290339903019556,1.683591403842088,0.32598915676548623,0.07367759463130791,-0.0102880658436214,-0.3757821602727312,0.12376033679529377,1.020321930347053,0.46311038923541065,0.9698449257758088,0.23733977523282035,0.14244575542445756,1.6253515891376973,0.32598915676548623,0.9710867909319648,1.1955162340270868,1.469093349548303,0.9342459398273726,1.4357066260285063,0.21695731360573942,1.3443609505171816,0.014639850897475475,0.14244575542445756
1.396025009451611,0.6862410378968932,-0.016020059458942075,0.4444444444444444,0.26493539549744444,0.7358372113263953,0.8497184579707522,0.8518979192531018,1.611939930739914,0.4114496646507259,0.2430914583460049,-0.19958847736625515,0.1168601389548181,0.39801003144068764,0.34073909847656364,0.4565579540379275,0.27199251816973474,-0.03979289998222608,0.4092990700929907,0.39220090753665376,0.4114496646507259,0.2804081639257756,0.5174273201326672,0.37877528795312504,0.7530713881576743,0.3259569829821587,-0.13512017499033044,0.46752064454536196,-0.06883807424880176,0.4092990700929907
1.156938729749225,0.6534653465346535,-0.4562532400892923,0.2962962962962963,0.18999551218074523,0.3310911968835752,0.45534742304695286,0.09252094965737519,1.5307577806982609,0.12059390603628693,0.0710013583926363,-0.4794238683127572,0.12497302895611272,0.059414280140858526,-0.005148678634069778,0.4593590396779047,-0.49054837526260753,-0.15267989912895868,0.06701329867013299,-0.28103817828239236,0.12059390603628693,-0.28105439435895296,-0.250088756090001,-0.3327744472090603,0.05338472467273105,-0.3216041079550504,-0.5892254426191142,-0.32182468595778646,-0.20073294089054583,0.06701329867013299
1.6182073541320448,0.6753158074428133,-0.638214538875783,0.4444444444444444,0.2873075093942784,0.7185595464690993,0.766120342245411,0.4505450186631025,1.4679724902712292,0.5985531367928415,0.4997668430549642,-0.6193415637860082,0.1560436715142623,0.25373557693533616,0.3373460133446844,0.4757620568389401,-0.25216470076474484,0.39414280911474625,0.25735426457354266,0.06765575727697651,0.5985531367928415,0.5896368911055775,-0.0633527239373233,0.6634293209636644,0.27422280981169256,0.09404411406828957,-0.6089359437280285,0.3975413395910459,-0.2328441142929641,0.25735426457354266
0.8062381182645747,0.6862410378968932,-0.10135316708809555,0.5925925925925926,0.2599519066533595,0.5097676377401206,0.6269929233413631,0.2070717089429937,1.584551365354387,0.5344165581793913,0.3247572126594084,0.2037037037037037,0.11306261597548871,0.458937544464476,0.15196500545744504,0.4604145635986059,-0.5448017198693741,-0.17784642838124262,0.4784521547845215,-0.08854006445342448,0.5344165581793913,0.009941346118603754,-0.3454481434628706,0.1145951393370017,0.5825048050986696,-0.08488181011619067,-0.3249825445676757,0.12625836141625352,-0.1325757602315685,0.4784521547845215
0.22316211882846415,0.6971662683509731,0.07658354404934732,0.7037037037037037,0.19223272357042845,1.2477668925041219,1.3828036020423498,1.152471509743661,1.7385446454671807,0.31036698910732824,0.17951057316059446,0.07613168724279835,-0.619859319035084,0.10297041821468939,0.6470508853055221,0.4478359932195016,0.2646692708419437,0.11063895784541551,0.12532746725327468,0.63971233783069,0.31036698910732824,0.6559721532876208,0.40279724186348415,0.8469585073525382,0.4226285713578269,0.5889199924164481,0.1562892866621765,0.719095130888214,0.026719080573809575,0.12532746725327468
