fecha_dia,HORA,Planta (Kw),Elaboracion (Kw),Bodega (Kw),Cocina (Kw),Envasado (Kw),Linea 2 (Kw),Linea 3 (Kw),Linea 4 (Kw),Servicios (Kw),Sala Maq (Kw),Aire (Kw),Calderas (Kw),Efluentes (Kw),Frio (Kw),Pta Agua / Eflu (Kw),Prod Agua (Kw),Resto Serv (Kw),Restos Planta (Kw),KW Gral Planta,HORA_Produccion,Hl de Mosto_Produccion,Hl Cerveza Cocina_Produccion,Hl Producido Bodega_Produccion,Hl Cerveza Filtrada_Produccion,Hl Cerveza Envasada_Produccion,Hl Cerveza L2_Produccion,Hl Cerveza L3_Produccion,Hl Cerveza L4_Produccion,Hl Cerveza L5_Produccion,Cocimientos Diarios_Produccion,Hl de Mosto Copia_Produccion,Unnamed: 14_Produccion,Unnamed: 15_Produccion,Unnamed: 16_Produccion,Unnamed: 17_Produccion,Unnamed: 18_Produccion,HORA_GasVapor,Conversion Kg/Mj_GasVapor,Gas Planta (Mj)_GasVapor,Vapor Elaboracion (Kg)_GasVapor,Vapor Cocina (Kg)_GasVapor,Vapor Envasado (Kg)_GasVapor,Vapor Servicio (Kg)_GasVapor,ET Elaboracion (Mj)_GasVapor,ET Envasado (Mj)_GasVapor,ET Servicios (Mj)_GasVapor,Tot_Vapor_L3_L4_GasVapor,VAPOR DE LINEA 1 Y 2 KG_GasVapor,VAPOR DE LINEA 4 KG_GasVapor,Vapor_L5 (KG)_GasVapor,Tot_Vapor_CIP_Bodega_GasVapor,Vapor L3_GasVapor,Tot Vap Paste L3 / Hora_GasVapor,Tot Vap Lav L3 / Hora_GasVapor,Medicion Gas Planta (M3)_GasVapor,Vapor _Vapor_L5 (KG)_GasVapor,HORA_Agua,Agua Planta (Hl)_Agua,Agua Elaboracion (Hl)_Agua,Agua Bodega (Hl)_Agua,Agua Cocina (Hl)_Agua,Agua Dilucion (Hl)_Agua,Agua Envasado (Hl)_Agua,Agua Servicios (Hl)_Agua,Planta de agua (Hl)_Agua,Produccion (Hl)_Agua,Red L1 y L2_Agua,FC L1 y L2_Agua,FC Lavadora L2_Agua,Red L3_Agua,FC Lavadora L3_Agua,Red Paste L4_Agua,FC Barriles_Agua,Agua Paste L3_Agua,Agua Lavadora L3_Agua,Agua Cond Evaporativos_Agua,Agua Calderas_Agua,Agua Efluentes_Agua,Agua CO2_Agua
2020-12-09,05:00:00,9845.76,962.0,995.5,62.0,2704.0,1460.64,141.0,1646.0,5702.5,2945.0,1074.0,178.0,125.0,2205.0,321.0,187.0,1635.5,477.2600000000002,10424.0,05:00:00,0.0,0.0,828.5,1486.0,1657.0,804.0,0.0,853.0,0.0,,,,,,,,05:00:00,3.899113489675448,84877.852,5032.0,1208.0,12912.5,3824.0,19620.33908004686,50347.30293543423,14910.20998451892,6350.81,0.0,6082.69,,3824.0,268.1200000000008,,,,479.0,05:00:00,4526.4,2667.1,2652.1,15.0,488.0,986.9999999999999,872.2999999999994,5246.69,3654.1,51.29,25.5,0.0,0.0,0.0,19.91,2.0,,,,,,
2020-12-10,05:00:00,11594.8,1065.25,1003.25,205.0,2749.0,1458.18,148.0,1659.0,7249.5,4294.0,1178.0,192.0,141.0,3386.0,359.0,200.0,1818.5,531.0499999999993,12168.0,05:00:00,1192.0,2145.6,1948.3,1808.0,1751.0,839.0,0.0,912.0,0.0,,,,,,,,05:00:00,3.378411167399027,102294.404976,12596.94,8160.0,13244.97,4436.94,42557.64277105549,44746.95455986509,14989.80764507944,6438.06,85.0,6260.94,,4436.94,177.1200000000008,,,,460.97,05:00:00,5362.200000000001,3867.1,2650.2,1216.9,866.0,1110.0,385.1000000000008,6085.490000000001,4977.1,45.5,34.66,0.0,0.0,0.0,28.34,2.5,,,,,,
2020-12-11,06:00:00,12017.17,1215.0,1258.5,69.0,3359.0,1778.17,173.0,2060.0,6829.5,3648.0,1303.0,230.0,192.0,2910.0,432.0,222.0,1797.5,613.6700000000001,12710.0,06:00:00,0.0,0.0,1099.5,1781.0,2199.0,943.0,0.0,1256.0,0.0,,,,,,,,06:00:00,3.86698330040102,113371.094976,4954.34,330.0,19739.03,4624.34,19158.35004450879,76330.49937611475,17882.24555537646,9705.56,1153.0,8374.19,,4624.34,1331.369999999999,,,,506.28,06:00:00,4896.400000000001,1997.1,1750.5,246.6,343.0,775.9000000000001,2123.400000000001,5472.59,2773.0,16.55,34.17,0.0,0.0,0.0,24.07,2.8,,,,,,
2020-12-12,12:00:00,22632.77,1729.75,959.25,1008.0,5636.0,2229.27,338.0,4026.0,14373.0,7052.0,2839.0,481.0,300.0,6345.0,837.0,477.0,3357.0,894.0200000000004,24045.0,12:00:00,2338.0,4208.400000000001,3645.2,0.0,3082.0,701.0,0.0,2381.0,0.0,,,,,,,,12:00:00,3.067100810448827,264839.400976,38928.41,30530.0,39021.63,8398.41,119397.3578604842,119683.2729980343,25758.77011748153,20004.75,1138.0,16772.38,,8398.41,3232.369999999999,,,,1106.5,12:00:00,11091.6,5645.9,1825.6,3820.3,0.0,2277.9,3167.800000000001,12804.91,7923.799999999999,92.02,47.21,0.0,0.0,0.0,81.35,7.21,,,,,,
2020-12-13,06:00:00,10585.72,1424.25,1032.25,519.0,2198.0,212.47,166.0,2032.0,6812.0,3356.0,1412.0,212.0,129.0,2339.0,405.0,254.0,2091.0,151.4699999999993,11216.0,06:00:00,1345.0,1490.95,1353.475,1967.0,1216.0,0.0,0.0,1216.0,0.0,,,,,,,,06:00:00,2.675256021284939,109016.522352,19544.47,16240.0,17901.0,3304.47,52286.46105032286,47889.7580370217,8840.303264655442,9209.5,6.0,8217.94,,3304.47,991.5599999999995,,,,467.56,06:00:00,5005.2,2867.5,1174.4,1693.1,351.0,424.5,1713.2,5142.95,3292.0,12.9,0.0,0.0,0.0,0.0,29.55,0.0,,,,,,
2020-12-14,06:00:00,12459.37,1470.0,1041.5,553.0,2925.0,1327.87,172.0,1974.0,7558.5,3817.0,1608.0,229.0,141.0,2892.0,453.0,293.0,2160.5,505.8700000000008,13133.0,06:00:00,1466.0,2638.8,1978.9,1287.0,1319.0,357.0,0.0,962.0,0.0,,,,,,,,06:00:00,3.254549188041461,144387.912,20022.19,15870.0,20190.57,4152.19,65163.20220731185,65711.20319959427,13513.50659309387,10765.44,696.0,8705.44,,4152.19,2060.0,,,,23.69,06:00:00,7777.4,3436.6,1306.6,2130.0,227.0,1639.5,2701.299999999999,9073.24,5076.1,22.14,57.87,0.0,0.0,0.0,80.64,3.3,,,,,,
2020-12-15,06:00:00,12760.34,1746.75,1773.75,80.0,3044.0,1446.34,166.0,2016.0,7379.5,4222.0,1536.0,218.0,219.0,3528.0,495.0,254.0,1534.5,590.0900000000001,13418.0,06:00:00,0.0,0.0,695.5,2506.0,1391.0,361.0,0.0,1030.0,0.0,,,,,,,,06:00:00,3.613005330063078,115754.440276,5149.88,270.0,22008.51,4879.88,18606.54388918524,79516.86393674654,17631.03245006821,12357.38,698.0,8894.79,,4879.88,3462.589999999998,,,,58.34,06:00:00,6479.099999999999,1931.2,1910.6,20.6,652.0,1379.8,3168.099999999999,7665.78,3311.0,0.0,55.88,0.0,0.0,0.0,78.2,3.9,,,,,,
2020-12-16,06:00:00,10846.89,990.5,1003.5,76.0,2733.0,1209.27,174.0,2027.0,6496.5,3747.0,1395.0,219.0,212.0,2803.0,498.0,260.0,729.5,626.8899999999994,11516.0,06:00:00,0.0,0.0,543.0,1778.0,1086.0,9.0,0.0,1077.0,0.0,,,,,,,,06:00:00,3.634639186121387,99680.7793,3438.81,40.0,20587.6,3398.81,12498.83357962609,74828.49770819266,12353.44801218123,10725.31,697.0,8686.63,,3398.81,2038.68,,,,478.66,06:00:00,4969.5,1054.4,1035.6,18.8,104.0,657.3000000000001,3257.8,5521.360000000001,1711.7,0.0,19.32,0.0,0.0,0.0,46.31,0.1,,,,,,
2020-12-17,06:00:00,11329.42,972.5,932.5,121.0,3224.0,1608.17,189.0,2027.0,6589.5,4219.0,1399.0,229.0,214.0,3247.0,414.0,175.0,769.5,543.4200000000001,12039.0,06:00:00,0.0,0.0,789.5,1871.0,1579.0,473.0,0.0,1106.0,0.0,,,,,,,,06:00:00,3.061955619079464,97067.361276,4244.69,140.0,23351.72,4104.69,12997.05239675041,71501.93026917032,12568.37861007929,12522.88,1058.0,9218.62,,4104.69,3304.259999999998,,,,552.22,06:00:00,5806.5,1617.1,1598.3,18.8,654.0,879.4,3310.0,6524.19,2496.5,0.0,14.04,0.0,0.0,0.0,71.8,2.1,,,,,,
2020-12-18,06:00:00,9114.37,881.0,852.5,221.0,1709.0,1811.87,374.0,186.0,5833.5,3186.0,1465.0,252.0,165.0,2748.0,244.0,53.0,877.5,690.8700000000008,9836.0,06:00:00,0.0,0.0,436.5,0.0,873.0,873.0,0.0,0.0,0.0,,,,,,,,06:00:00,3.829046603377031,120387.6758,6057.190000000001,2520.0,21846.26,3537.19,23193.26279550932,83650.34764949148,13544.0653549992,19882.48,1360.0,0.0,,3537.19,19882.48,,,,603.78,06:00:00,4867.099999999999,703.9000000000001,646.7,57.2,0.0,866.4999999999999,3296.699999999999,5663.209999999999,1570.4,51.29,26.4,0.0,0.0,0.0,3.96,5.0,,,,,,
2020-12-19,06:00:00,9459.14,1454.0,1165.0,600.0,1231.0,1600.64,216.0,0.0,6118.5,4135.0,1559.0,238.0,139.0,2950.0,295.0,121.0,933.5,655.6399999999994,10186.0,06:00:00,1577.0,2128.95,1510.475,0.0,892.0,892.0,0.0,0.0,0.0,,,,,,,,06:00:00,4.277927161597472,119348.093152,22811.19,19070.0,1346.2,3741.19,97584.60928936064,5758.945544942517,16004.53831769685,0.57,1255.0,0.0,,3741.19,0.57,,,,90.63,06:00:00,6553.000000000001,3616.9,871.0000000000001,2745.9,0.0,1025.9,1910.200000000001,7217.210000000001,4642.799999999999,67.23,27.99,0.0,0.0,0.0,4.67,2.7,,,,,,
2020-12-20,11:00:00,11154.2,1615.25,1097.75,1041.0,278.0,306.08,337.0,0.0,8768.0,6116.0,2346.0,409.0,260.0,3946.0,514.0,186.0,1288.0,492.9500000000007,12192.0,11:00:00,2787.0,4041.15,2020.575,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,11:00:00,3.263291962705092,160040.387676,40929.63,32860.0,43.36,8069.63,133565.3326154932,141.4963395028928,26333.55872100389,0.27,32.0,0.0,,8069.63,0.27,,,,11.09,11:00:00,8604.3,5208.5,1639.4,3569.1,0.0,258.8,3136.999999999999,8342.249999999998,5467.3,2.03,15.04,0.0,7.41,0.0,0.1,1.3,,,,,,
2020-12-21,05:00:00,4847.09,841.25,419.25,575.0,71.0,65.22,69.0,0.0,3879.5,2726.0,1037.0,179.0,122.0,1757.0,177.0,26.0,640.5,55.34000000000015,5335.0,05:00:00,1261.0,2044.05,1022.025,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,05:00:00,3.207956304738325,70952.7114,19088.0,16070.0,11.73,3018.0,61233.46994484516,37.62932745458056,9681.612127700266,1.29,1.0,0.0,,3018.0,1.29,,,,9.44,05:00:00,3944.299999999999,2878.2,698.5,2179.7,0.0,288.4,777.6999999999995,3944.879999999999,3166.6,0.0,0.0,0.0,28.74,0.0,0.0,0.1,,,,,,
2020-12-22,06:00:00,11750.69,1426.25,1067.25,506.0,2716.0,1694.94,1506.0,128.0,6970.5,3898.0,1472.0,283.0,190.0,3420.0,338.0,120.0,919.5,637.9400000000005,12411.0,06:00:00,1106.0,1585.2,1595.1,912.0,1605.0,993.0,612.0,0.0,0.0,,,,,,,,06:00:00,3.98318654270988,174228.761724,20585.06,14550.0,17120.93,6035.06,81994.13397287545,68195.85797467787,24038.76977644669,15749.93,1371.0,0.0,,6035.06,15749.93,,,,0.0,06:00:00,7147.3,3001.5,1481.8,1519.7,293.0,1228.3,2917.5,8075.450000000001,4229.8,67.23,31.68,0.0,0.3,20.52,0.1,3.0,,,,,,
2020-12-23,06:00:00,11887.16,769.25,859.25,63.0,2639.0,1785.54,1354.0,114.0,7799.5,4712.0,1259.0,246.0,175.0,4384.0,238.0,45.0,773.5,679.4099999999999,12549.0,06:00:00,0.0,0.0,574.0,2197.0,1148.0,824.0,324.0,0.0,0.0,,,,,,,,06:00:00,4.72351768705836,109253.452576,5373.56,60.0,12442.56,5313.56,25382.10570246932,58772.65223228486,25098.69464124582,11137.81,1304.0,0.0,,5313.56,11137.81,,,,0.75,06:00:00,5466.2,1736.8,1426.5,310.3,683.0,1311.7,2417.699999999999,6604.219999999999,3048.5,80.84,36.76,0.0,0.71,10.46,0.0,2.4,,,,,,
2020-12-24,06:00:00,10593.21,570.75,566.25,112.0,3124.0,1928.21,1708.0,118.0,6289.5,4107.0,1308.0,230.0,190.0,3211.0,263.0,53.0,772.5,608.9599999999991,11238.0,06:00:00,0.0,0.0,778.5,1321.0,1557.0,538.0,1019.0,0.0,0.0,,,,,,,,06:00:00,3.745034814204132,94577.3339,4180.56,30.0,16922.94,4150.56,15656.34274286923,63376.99945868766,15543.9916984431,15474.47,834.0,0.0,,4150.56,15474.47,,,,614.47,06:00:00,6154.299999999999,1881.4,1861.7,19.7,447.0,1485.0,2787.899999999999,7451.159999999999,3366.400000000001,91.81,31.38,0.0,0.0,23.31,0.0,2.0,,,,,,
2020-12-25,06:00:00,11813.96,1107.5,1143.5,68.0,2970.0,1751.96,1717.0,119.0,7129.0,4149.0,1431.0,244.0,179.0,3827.0,246.0,41.0,761.0,607.4599999999991,12515.0,06:00:00,0.0,0.0,1003.5,1345.0,2007.0,979.0,1028.0,0.0,0.0,,,,,,,,06:00:00,3.621153503919071,100945.085652,4877.06,0.0,18122.38,4877.06,17660.58290782355,65623.9198363529,17660.58290782355,16143.41,1350.0,0.0,,4877.06,16143.41,,,,628.97,06:00:00,4977.900000000001,1692.0,1692.0,0.0,605.0,2143.0,1142.900000000001,6951.700000000001,3835.0,70.59,30.08,0.0,86.43,24.4,0.0,2.8,,,,,,
2020-12-26,06:00:00,8796.82,648.5,613.5,238.0,2464.0,1425.82,1536.0,128.0,5018.5,2386.0,1396.0,246.0,178.0,2007.0,250.0,54.0,728.5,665.8199999999997,9481.0,06:00:00,0.0,0.0,656.5,719.0,1313.0,630.0,683.0,0.0,0.0,,,,,,,,06:00:00,3.387264151178068,102944.749776,12283.56,6890.0,12714.59,5393.56,41607.66243684488,43067.67490392715,18269.41243522798,11147.28,934.0,0.0,,5393.56,11147.28,,,,633.31,06:00:00,5031.400000000001,1672.8,1334.4,338.4,126.0,1723.4,1635.2,6587.52,3396.2,66.42,23.01,0.0,63.58,16.83,0.0,2.5,,,,,,
2020-12-27,05:00:00,5012.14,969.75,514.75,593.0,114.0,164.02,102.0,0.0,3783.0,2583.0,1031.0,175.0,140.0,1679.0,254.0,73.0,562.0,145.3900000000003,5546.0,05:00:00,1970.0,2955.0,1477.5,136.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,05:00:00,2.812891788116063,69948.208224,20886.69,17320.0,413.63,3566.69,58751.99878192588,1163.496430318447,10032.71301175568,0.0,7.0,0.0,,3566.69,0.0,,,,406.63,05:00:00,4703.7,3548.3,1075.2,2473.1,41.0,194.0,961.3999999999996,4542.87,3742.3,19.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-12-28,06:00:00,8607.41,1431.75,933.75,618.0,1644.0,1077.29,1075.0,0.0,4935.0,3066.0,1577.0,275.0,199.0,1854.0,344.0,99.0,802.0,596.6599999999999,9284.0,06:00:00,1591.0,2707.650000000001,1516.825,0.0,326.0,241.0,85.0,0.0,0.0,,,,,,,,06:00:00,3.293711256937811,199845.140024,23505.44,16360.0,30023.88,7145.44,77420.1323272763,98889.99153295,23535.01616377371,28585.5,942.0,0.0,,7145.44,28585.5,,,,496.38,06:00:00,10043.3,4290.299999999999,2330.9,1959.4,0.0,3912.7,1840.3,13526.97,8203.0,116.39,38.15,0.0,204.95,29.48,0.2,2.1,,,,,,
2020-12-29,06:00:00,9908.86,872.25,687.25,379.0,2732.0,1606.61,1588.0,125.0,5666.5,3426.0,1661.0,265.0,197.0,2248.0,342.0,102.0,711.5,638.1100000000006,10617.0,06:00:00,1039.0,1506.55,1299.275,0.0,1092.0,326.0,766.0,0.0,0.0,,,,,,,,06:00:00,3.224561259417565,133787.981776,17384.88,11610.0,18330.53,5774.88,56058.61054762323,59107.91690259146,18621.45432578531,17355.31,904.0,0.0,,5774.88,17355.31,,,,71.22,06:00:00,7102.200000000001,3634.2,1712.3,1921.9,0.0,2704.8,763.2000000000007,9443.580000000002,6339.0,84.3,45.72,0.0,119.23,18.03,0.0,3.2,,,,,,
2020-12-30,12:00:00,18853.29,1455.5,1600.0,256.0,5034.0,2834.54,2999.0,277.0,11182.5,7335.0,2907.0,500.0,377.0,5135.0,570.0,135.0,1265.5,1181.290000000001,20461.0,12:00:00,506.0,733.6999999999999,1160.35,0.0,1587.0,429.0,1158.0,0.0,0.0,,,,,,,,12:00:00,4.390153235471828,216740.8555,8170.56,740.0,33768.64999999999,7430.56,35870.0104196167,148249.5480550157,32621.29702536755,31025.56,2733.0,0.0,,7430.56,31025.56,,,,10.09,12:00:00,10970.7,2448.2,1629.8,818.4000000000001,0.0,4941.3,3581.2,15667.18,7389.5,187.38,31.88,0.0,239.69,30.98,0.3,3.9,,,,,,
2021-01-01,05:00:00,8573.08,846.75,855.25,84.0,2422.0,1388.08,1430.0,105.0,4843.0,2716.0,1163.0,215.0,143.0,2426.0,189.0,36.0,563.0,461.3299999999999,9263.0,05:00:00,0.0,0.0,869.5,1371.0,1739.0,649.0,1090.0,0.0,0.0,,,,,,,,05:00:00,3.547133311170461,94748.68389999999,4779.5,80.0,17232.34,4699.5,16953.52366073922,61125.40724341518,16669.75299584558,16060.34,1172.0,0.0,,4699.5,16060.34,,,,0.0,05:00:00,4087.3,987.9000000000001,987.9000000000001,0.0,353.0,1872.4,1227.0,5860.91,2860.3,61.85,21.52,0.0,75.97,25.5,0.0,2.4,,,,,,
2021-01-02,12:00:00,20821.54,2238.25,2118.75,550.0,5808.0,3323.54,3464.0,236.0,11422.5,6958.0,2798.0,503.0,369.0,5331.0,527.0,95.0,1492.5,1352.790000000001,22474.0,23:59:00,2229.0,3831.95,5626.475,7445.0,7421.0,2517.0,4904.0,0.0,0.0,,,,,,,,12:00:00,3.586057459525052,269189.447252,25942.94,16160.0,39339.69,9782.94,93032.87350901087,141074.3887799031,35082.18496308602,37187.0,2146.0,0.0,,9782.94,37187.0,,,,6.69,12:00:00,10651.8,4514.3,2864.3,1650.0,666.0,4684.7,1452.800000000001,14885.07,9199.0,177.23,33.17,0.0,188.7,61.86,0.1,7.41,,,,,,
2021-01-03,09:00:00,12707.11,1229.75,1397.75,120.0,3375.0,1674.36,2129.0,288.0,7305.5,4710.0,1790.0,324.0,279.0,3360.0,371.0,68.0,918.5,796.8600000000006,13591.0,08:00:00,0.0,0.0,901.5,1184.0,1803.0,496.0,1307.0,0.0,0.0,,,,,,,,09:00:00,3.941751536516181,138407.510052,6526.88,510.0,22569.44,6016.88,25727.33926865673,88963.12479830977,23717.04598503348,21765.13,799.0,0.0,,6016.88,21765.13,,,,5.31,09:00:00,6122.3,1564.7,1563.8,0.8999999999999999,72.0,2689.1,1868.5,8654.93,4253.8,100.04,15.84,0.0,109.18,32.27,4.37,7.21,,,,,,
2021-01-04,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-01-05,11:00:00,12958.79,1846.25,1432.25,1149.0,1524.0,2310.79,629.0,0.0,8134.0,4935.0,2684.0,470.0,234.0,2849.0,617.0,317.0,1360.0,1454.540000000001,14269.0,11:00:00,3032.0,4202.200000000001,2314.6,0.0,427.0,427.0,0.0,0.0,0.0,,,,,,,,11:00:00,3.656659282897228,269213.933852,43265.54,36380.0,23471.84,6885.54,158207.3384705613,85828.52162267848,25178.07375876018,22352.09,872.0,13.55,,6885.54,22338.54,,,,234.2,11:00:00,12176.5,5878.1,1711.1,4167.0,0.0,3704.1,2594.299999999999,15292.79,9582.2,119.31,49.7,0.0,193.4,0.0,2.6,5.4,,,,,,
2021-01-06,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-01-07,05:00:00,8770.36,816.5,2411.0,65.0,911.0,1352.49,1544.0,0.0,4977.5,3343.0,1158.0,214.0,89.0,2497.0,235.0,137.0,646.5,2065.360000000001,9323.0,05:00:00,0.0,0.0,828.0,1472.0,1656.0,431.0,1216.0,0.0,9.0,,,,,,,,05:00:00,3.784676310737461,85875.3652,3528.3,320.0,15953.68,3208.3,13353.47342717499,60379.51476508602,12142.377007739,13744.2,984.0,7.09,,3208.3,13737.11,,,,1218.39,05:00:00,4267.5,1104.8,1104.8,0.0,79.0,2049.6,1113.1,6206.620000000001,3154.4,59.79,12.6,0.0,74.88,27.79,6.5,23.4,,,,,,
2021-01-08,05:00:00,9240.07,982.0,997.0,54.0,2197.0,1629.57,567.0,554.0,5580.5,3357.0,1083.0,192.0,117.0,3111.0,249.0,123.0,606.5,480.5699999999997,9757.0,05:00:00,0.0,0.0,360.0,921.0,720.0,695.0,0.0,0.0,25.0,,,,,,,,05:00:00,4.321821245282977,78771.84779999999,5480.18,200.0,7466.179999999999,5280.18,23684.35835197486,32267.49534510685,22819.99410291827,5317.94,1095.0,7.88,,5280.18,5310.059999999999,,,,1045.36,05:00:00,3643.4,1748.5,1748.5,0.0,279.0,1259.9,634.9999999999993,4728.45,3008.400000000001,58.09,25.2,0.0,6.4,0.0,33.1,3.2,,,,,,
2021-01-09,11:00:00,15677.0,1447.0,1302.0,437.0,3692.0,378.25,356.0,3336.0,10188.5,6156.0,2204.0,429.0,277.0,5077.0,584.0,286.0,1193.5,349.5,16794.0,11:00:00,0.0,0.0,757.0,695.0,1514.0,0.0,0.0,1429.0,85.0,,,,,,,,11:00:00,2.334281654549901,179751.055352,13822.08,3840.0,53200.71,9982.08,32264.62777172109,124185.4413620295,23300.98621824947,30156.63,15.0,20550.3,,9982.08,9606.330000000002,,,,2478.78,11:00:00,10104.1,3490.4,3237.2,253.2,234.0,3854.2,2759.500000000001,13609.26,7344.599999999999,25.99,0.0,0.0,11.6,0.0,342.03,5.8,,,,,,
2021-01-10,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-01-11,06:00:00,8086.2,1080.25,511.75,654.0,2038.0,119.33,183.0,1855.0,4900.0,3432.0,1330.0,237.0,154.0,2222.0,341.0,160.0,594.0,67.94999999999982,8703.0,06:00:00,1846.0,2676.7,1636.35,0.0,596.0,0.0,0.0,596.0,0.0,,,,,,,,06:00:00,2.403282072140192,97576.857052,25577.23,22420.0,11867.04,3157.23,61469.29831400628,28519.84448137054,7587.714256623179,5491.25,4.0,6192.39,,3157.23,0.0,,,,179.4,06:00:00,5050.299999999999,2989.2,609.9,2379.3,0.0,383.9,1677.199999999999,5135.279999999999,3373.1,0.0,0.0,0.0,0.0,0.0,38.39,0.0,,,,,,
2021-01-12,05:00:00,10382.54,1133.5,594.5,608.0,2647.0,153.67,908.0,1739.0,6470.5,4869.0,1209.0,246.0,152.0,3836.0,354.0,176.0,570.5,131.5400000000009,10921.0,05:00:00,2006.0,3610.8,2447.4,103.0,1284.0,0.0,43.0,1241.0,0.0,,,,,,,,05:00:00,2.309414292994958,158689.6018,23164.52,18630.0,41015.18,4534.52,53496.47357836756,94721.04292176093,10472.0852998715,32959.06,51.0,7899.14,,4534.52,25059.92,,,,105.98,05:00:00,6577.7,3701.6,1106.1,2595.5,15.0,2083.1,792.9999999999995,8290.64,5784.700000000001,0.0,0.0,0.0,161.96,11.36,34.99,0.0,,,,,,
2021-01-13,05:00:00,8936.18,456.5,520.5,65.0,3100.0,194.06,1337.0,1763.0,5169.0,3079.0,1019.0,194.0,153.0,2821.0,230.0,65.0,537.0,210.6800000000003,9487.0,05:00:00,0.0,0.0,798.5,846.0,1597.0,0.0,439.0,1135.0,23.0,,,,,,,,05:00:00,2.241200088089983,82025.547552,4892.67,300.0,27113.6,4592.67,10965.45243499522,60767.00270843657,10293.09240856822,18849.13,3.0,7136.14,,4592.67,11712.99,,,,1125.33,05:00:00,2969.9,819.0,819.0,0.0,68.0,1157.1,993.8000000000002,4045.1,1976.1,0.0,0.0,0.0,70.38,15.04,23.19,7.1,,,,,,
2021-01-14,05:00:00,9686.41,656.0,661.0,73.0,3218.0,147.66,1513.0,1705.0,5702.0,3597.0,989.0,204.0,149.0,2960.0,231.0,67.0,591.0,110.4099999999999,10240.0,05:00:00,0.0,0.0,944.0,3543.0,1888.0,0.0,914.0,974.0,0.0,,,,,,,,05:00:00,0.02360696438998543,943.6020000000001,4694.56,300.0,30882.22,4394.56,110.82431074665,729.0354678236959,103.7422214296544,22528.25,28.0,7264.33,,4394.56,15263.92,,,,1061.64,05:00:00,3709.4,1303.3,1303.3,0.0,1010.0,1423.9,982.2000000000005,5002.97,2727.2,9.3,0.0,0.0,73.5,26.4,32.69,0.5,,,,,,
2021-01-15,05:00:00,8156.370000000001,596.25,606.75,72.0,3004.0,160.75,1420.0,1584.0,4406.5,2358.0,1021.0,196.0,112.0,2094.0,204.0,75.0,551.5,149.6200000000008,8700.0,05:00:00,0.0,0.0,858.5,825.0,1717.0,0.0,793.0,924.0,0.0,,,,,,,,05:00:00,2.484938402575238,97929.384796,4946.2,420.0,29936.78,4526.2,12291.00232681764,74391.05427144634,11247.32819773604,21894.13,19.0,6979.95,,4526.2,14914.18,,,,1043.7,05:00:00,4203.8,1243.0,1243.0,0.0,196.0,1782.8,1178.0,5862.3,3025.8,0.0,0.0,0.0,79.18,20.82,78.08,0.2,,,,,,
2021-01-16,05:00:00,8968.63,905.5,900.5,84.0,3206.0,190.26,1525.0,1681.0,4674.0,3068.0,1072.0,198.0,116.0,2235.0,274.0,144.0,572.0,183.1299999999992,9550.0,05:00:00,0.0,0.0,1087.5,3487.0,2175.0,0.0,1113.0,1062.0,0.0,,,,,,,,05:00:00,2.413895964230275,90968.87636000001,3978.45,350.0,30078.6,3628.45,9603.564398891936,72606.61114969674,8758.70081141134,22429.25,22.0,6533.66,,3628.45,15895.59,,,,1093.69,05:00:00,3700.700000000001,1635.2,1635.2,0.0,906.0,1275.9,789.6000000000008,4813.080000000001,2911.1,0.0,0.0,0.0,76.98,26.89,23.62,0.1,,,,,,
